_id,birthDate,birth year,birthPlace,birth city/country,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height_dup,height,highSchool,name,position,shoots,weight
billili01,Aug-31,1952,,,1.1,42.7,0,65,46,10.5,8.5,6.1,-0.4,42.7,Duquesne University,72nd overall,4th round,Milwaukee Bucks,1974,06-Sep-23,6.90,"Our Savior Lutheran in Bronx, New York",Lionel Billingy,Power Forward,Right,215
billuch01,Sep-25,1976,Denver, Colorado,5.4,41.5,38.7,89.4,1043,18.8,15.2,2.9,120.8,49.5,University of Colorado,3rd overall,1st round,Boston Celtics,1997,06-Mar-23,6.30,"George Washington in Denver, Colorado",Chauncey Billups,Point Guard and Shooting Guard,Right,202
bingda01,Nov-24,1943,Washington, District of Columbia,6,44.1,,77.5,901,17.6,20.3,3.8,68.8,,Syracuse University,2nd overall,1st round,Detroit Pistons,1966,06-Mar-23,6.30,"Spingarn in Washington, District of Columbia",Dave Bing,Point Guard and Shooting Guard,Right,180
biniojo01,Mar-26,1961,Rochester, New York,0.1,40,-,60,11,12,1.3,1.6,0.1,40,North Carolina Agricultural and Technical State University,57th overall,3rd round,San Antonio Spurs,1984,06-Aug-23,6.80,"Madison in Rochester, New York",Joe Binion,Power Forward,Right,235
birchkh01,Sep-28,1992,Montreal, Canada,0.8,57.4,0,69.4,92,17.9,4.5,4,4.6,57.4,"University of Pittsburgh, University of Nevada, Las Vegas",,,,,06-Sep-23,6.90,"Notre Dame Prep in Fitchburg, Massachusetts",Khem Birch,Center,Right,233
birdja01,Jul-03,1994,Walnut Creek, California,0.6,57.7,42.9,46.2,13,12.1,3,1.5,0.2,63.5,University of California,56th overall,2nd round,Boston Celtics,2017,06-Jun-23,6.60,"Salesian Prep in Richmond, California",Jabari Bird,Shooting Guard,Right,198
birdje01,Feb-02,1935,Corbin, Kentucky,0.4,37.5,,100,11,12.9,2.3,1.1,0,,University of Kentucky,,1956 NBA Draf,Minneapolis Lakers,,06-Jun-23,6.60,"Corbin in Corbin, Kentucky",Jerry Bird,Forward,Right,210
birdla01,Dec-07,1956,West Baden, Indiana,6.3,49.6,37.6,88.6,897,23.5,24.3,10,145.8,51.4,Indiana State University,6th overall,1st round,Boston Celtics,1978,06-Sep-23,6.90,"Springs Valley in French Lick, Indiana",Larry Bird,Power Forward and Small Forward,Right,220
birdsot01,Dec-09,1955,Winter Haven, Florida,3.2,50.6,27.4,65.5,696,16.5,18,3,48.2,50.9,University of Houston,2nd overall,1st round,Kansas City Kings,1977,06-Mar-23,6.30,"Winter Haven in Winter Haven, Florida",Otis Birdsong,Shooting Guard,Right,190
bishoga01,Jun-04,1922,Bellingham, Washington,1.6,32.5,,65.1,56,-,8.3,-,2.8,,Washington State University,,,,,06-Mar-23,6.30,,Gale Bishop,Forward,Right,195
biyombi01,Aug-28,1992,Lubumbashi, Democratic Republic of the Congo,0.5,51.7,0,57.1,583,12.8,4.9,6.3,22.9,51.7,,7th overall,1st round,Sacramento Kings,2011,06-Sep-23,6.90,,Bismack Biyombo,Center,Right,255
bjeline01,May-09,1988,Belgrade, Serbia,1.5,46,38.1,75.5,269,12.9,7.1,4.4,10.7,55.1,,35th overall,2nd round,Washington Wizards,2010,06-Oct-23,6.10,,Nemanja Bjelica,Power Forward,Right,234
blabuw01,Mar-26,1962,Munich, Germany,0.4,43.3,-,60.8,235,6.6,2.1,1.8,0.4,43.3,Indiana University,17th overall,1st round,Dallas Mavericks,1985,07-Jan-23,7.10,"Effingham in Effingham, Illinois",Uwe Blab,Center,Right,252
blackch01,Jun-15,1921,Arco, Idaho,2.3,28.3,,60.1,136,1.1,9.2,2.4,4.3,,University of Kansas,,,,,06-May-23,6.50,"Highland Park in Topeka, Kansas",Charlie Black,Forward/Center,Right,200
blackno01,Nov-12,1957,Baltimore, Maryland,0.7,30,-,25,3,1.9,2.7,0.7,-0.1,30,Saint Joseph's University,,,,,06-May-23,6.50,"Cardinal Gibbons in Baltimore, Maryland",Norman Black,Shooting Guard,Right,185
blackta01,Nov-22,1991,Memphis, Tennessee,0.5,55,14.3,58.2,220,14.4,4.9,4.7,7.7,55.1,"University of Memphis, University of Kansas",,,,,06-Sep-23,6.90,"Ridgeway in Memphis, Tennessee",Tarik Black,Center,Right,250
blackto01,Jul-09,1941,,,0.6,40.2,,64.8,71,9.6,4.2,3.6,0.1,,South Dakota State University,72nd overall,9th round,Baltimore Bullets,1964,06-Oct-23,6.10,"West Salem in West Salem, Wisconsin",Tom Black,Center,Right,220
blackro01,Feb-26,1959,Panama City, Panama,3,49.3,34.3,84,980,16.7,18,3.3,75.6,50.1,Kansas State University,9th overall,1st round,Dallas Mavericks,1981,06-Jun-23,6.60,"William E. Grady Career and Technical in Brooklyn, New York",Rolando Blackman,Shooting Guard,Right,190
blackal01,Jun-27,1970,Toms River, New Jersey,0.3,33.3,0,75,27,8.2,1.3,0.9,0,33.3,Monmouth University,,,,,06-Jun-23,6.60,"Oak Hill Academy in Mouth of Wilson, Virginia",Alex Blackwell,Small Forward,Right,250
blackco01,Mar-27,1963,Chicago, Illinois,0.4,36.7,0,50.9,60,6.4,3.4,1.6,-0.9,36.7,University of Wisconsin,28th overall,2nd round,Seattle SuperSonics,1984,06-Jun-23,6.60,"Crane Technical Preparatory in Chicago, Illinois",Cory Blackwell,Small Forward,Right,210
blackja01,Feb-25,1968,Mount Kisco, New York,0.8,61.5,-,66.7,13,11.6,1.4,0.8,0.2,61.5,Dartmouth College,,,,,6-0,6.00,"Deerfield in Deerfield, New York",James Blackwell,Point Guard,Right,190
blackna01,Feb-15,1965,Philadelphia, Pennsylvania,1.8,36.6,18.2,83.3,10,6.1,3.7,0.6,-0.1,39,Temple University,27th overall,2nd round,San Antonio Spurs,1987,06-Apr-23,6.40,"South Philadelphia in Philadelphia, Pennsylvania",Nate Blackwell,Point Guard,Left,170
blairde01,Apr-22,1989,Pittsburgh, Pennsylvania,0.8,52.4,0,60.8,424,16.5,6.8,5.1,19,52.4,University of Pittsburgh,37th overall,2nd round,San Antonio Spurs,2009,06-Jul-23,6.70,"Schenley in Pittsburgh, Pennsylvania",DeJuan Blair,Center and Power Forward,Right,270
blakest01,Feb-26,1980,Hollywood, Florida,4,40.1,38.3,77.9,870,11.1,6.5,2.1,29.1,50.1,University of Maryland,38th overall,2nd round,Washington Wizards,2003,06-Mar-23,6.30,"Oak Hill Academy in Mouth of Wilson, Virginia",Steve Blake,Point Guard,Right,172
blakean01,Oct-04,1996,Watertown, New York,0.8,40.6,35.7,69.6,76,10.5,7.5,1.8,-0.6,45.4,Louisiana State University,,,,,06-Apr-23,6.40,"Oak Ridge in Orlando, Florida",Antonio Blakeney,Shooting Guard,Right,192
blalowi01,Sep-08,1983,Boston, Massachusetts,1.2,30,20,100,14,4.5,1.8,1.1,-0.1,31.7,Iowa State University,60th overall,2nd round,Detroit Pistons,2006,6-0,6.00,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Will Blalock,Point Guard,Right,205
blanege01,Nov-12,1939,Jersey City, New Jersey,1.3,38,,52.9,36,7.8,3.3,1,-0.1,,College of the Holy Cross,33rd overall,4th round,New York Knicks,1961,06-Jan-23,6.10,"Saint Peter's Preparatory School in Jersey City, New Jersey",George Blaney,Point Guard,Right,175
blankla01,Sep-09,1966,Del Rio, Texas,0.8,43.6,25.3,66.7,142,8.8,2,0.8,0.7,47.2,"University of Virginia, University of Texas at Austin",26th overall,1st round,Detroit Pistons,1990,06-Apr-23,6.40,"McCullough in The Woodlands, Texas",Lance Blanks,Shooting Guard,Right,190
blantri01,Apr-21,1966,Miami, Florida,0.5,42.9,-,-,2,19.3,3,1.5,0,42.9,Louisiana State University,46th overall,2nd round,Phoenix Suns,1989,06-Jul-23,6.70,"Killian in Miami, Florida",Ricky Blanton,Small Forward,Right,215
blatcan01,Aug-22,1986,Syracuse, New York,1.4,46.7,23.7,72.5,564,16.8,10.1,5.4,19.2,47.2,,49th overall,2nd round,Washington Wizards,2005,06-Nov-23,6.11,"South Kent School in South Kent, Connecticut",Andray Blatche,Center and Power Forward,Right,235
blaylmo01,Mar-20,1967,Garland, Texas,6.7,40.9,33.6,73.6,889,16.8,13.5,4.1,71.8,46.5,"Midland College, University of Oklahoma",12th overall,1st round,New Jersey Nets,1989,6-0,6.00,"Garland in Garland, Texas",Mookie Blaylock,Point Guard,Right,180
bledser01,Dec-09,1989,Birmingham, Alabama,4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,06-Jan-23,6.10,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205
blevile01,Jun-25,1926,,,0.5,25,,0,2,-,1,1,0,,University of Arizona,1950 NBA Draft,7th roun,Indianapolis Olympians,,06-Feb-23,6.20,,Leon Blevins,Guard,Right,160
blockjo01,Apr-16,1944,Los Angeles, California,1.3,43.3,,77.8,597,15.4,11.9,6.6,32.7,,University of Southern California,27th overall,3rd round,Los Angeles Lakers,1966,06-Sep-23,6.90,"Glendale in Glendale, California",John Block,Power Forward and Center,Right,207
bloommi01,Jan-14,1915,New York, New York,0.8,25.5,,71.3,93,-,6.8,-,2.5,,Temple University,,,,,06-Jun-23,6.60,"Trenton in Trenton, New Jersey",Mike Bloom,Forward/Center,Right,190
blossja01,Sep-16,1993,Atlanta, Georgia,0.5,44.3,25.6,76.9,27,10.2,4.2,3.6,0.3,49.1,Clemson University,59th overall,2nd round,San Antonio Spurs,2017,06-Jul-23,6.70,"Chattahoochee in Johns Creek, Georgia",Jaron Blossomgame,Small Forward,Right,220
blounco01,Jan-04,1969,Monrovia, California,0.7,47.1,11.5,58.7,644,11.1,3.6,4.2,18.2,47.1,University of Cincinnati,25th overall,1st round,Chicago Bulls,1993,06-Sep-23,6.90,"Monrovia in Monrovia, California",Corie Blount,Power Forward and Center,Right,240
blounma01,Nov-30,1975,Dobbs Ferry, New York,0.8,50.4,35.9,72.3,605,12.5,8.2,4.6,18.8,50.8,University of Pittsburgh,54th overall,2nd round,Seattle SuperSonics,1997,7-0,7.00,"Oak Hill Academy in Mouth of Wilson, Virginia",Mark Blount,Center,Right,230
blueva01,Jul-17,1992,Milwaukee, Wisconsin,1.2,30.8,15.4,33.3,10,1.7,3,1.3,-0.4,33.3,Marquette University,,,,,06-Apr-23,6.40,"Madison Memorial in Madison, Wisconsin",Vander Blue,Shooting Guard,Right,200
blumera01,Sep-23,1958,Valdosta, Georgia,1.4,45.9,22.2,64.3,49,9.7,4.6,0.8,-0.1,46.8,Oregon State University,36th overall,2nd round,Indiana Pacers,1981,06-Apr-23,6.40,"Parkrose in Portland, Oregon",Ray Blume,Shooting Guard,Right,185
bobbne01,Feb-25,1924,Philadelphia, Pennsylvania,2.1,35,,61.2,227,12.2,4.6,2.4,6,,Temple University,1949 BAA Draft,3rd roun,Philadelphia Warriors,,6-0,6.00,"West Philadelphia in Philadelphia, Pennsylvania",Nelson Bobb,Point Guard,Right,170
bobbito01,Oct-22,1979,Daytona, Florida,0,40,50,-,2,11.7,2.5,1.5,0,50,University of Cincinnati,,,,,06-Apr-23,6.40,"Mainland in Daytona Beach, Florida",Tony Bobbitt,Shooting Guard,Right,190
bockhbu01,Jul-08,1933,Campbell Hill, Illinois,3.5,40.3,,74.8,474,10.4,11.5,4.7,7.9,,University of Dayton,17th overall,3rd round,Cincinnati Royals,1958,06-Apr-23,6.40,"Trico Consolidated in Campbell Hill, Illinois",Bucky Bockhorn,Shooting Guard,Right,200
boerwto01,Aug-23,1945,Cleveland, Ohio,3.2,45.3,,67.5,635,16.3,7.2,9,38,,University of Tennessee,4th overall,1st round,Chicago Bulls,1968,7-0,6.00,"Millersburg Military Institute in Millersburg, Kentucky",Tom Boerwinkle,Center,Right,265
boganke01,May-12,1980,Alexandria, Virginia,1.3,39.4,35.3,71.6,671,9.6,6.3,2.7,20.4,48.9,University of Kentucky,43rd overall,2nd round,Milwaukee Bucks,2003,06-May-23,6.50,"DeMatha Catholic in Hyattsville, Maryland",Keith Bogans,Small Forward and Shooting Guard,Right,215
bogdabo01,Aug-18,1992,Belgrade, Serbia,3.5,43.1,37.5,83.3,148,13.8,12.9,3.1,5.6,51.2,,27th overall,1st round,Phoenix Suns,2014,06-Jun-23,6.60,,Bogdan Bogdanovic,Shooting Guard,Right,205
bogdabo02,Apr-18,1989,Mostar, Bosnia and Herzegovina,1.4,46.3,38.9,84.6,399,13.4,13.3,3.4,18.4,54.7,,31st overall,2nd round,Miami Heat,2011,06-Aug-23,6.80,,Bojan Bogdanovic,Small Forward,Right,216
boguemu01,Jan-09,1965,Baltimore, Maryland,7.6,45.8,27.8,82.7,889,15,7.7,2.6,54,46.7,Wake Forest University,12th overall,1st round,Washington Bullets,1987,05-Mar-23,5.30,"Paul Laurence Dunbar in Baltimore, Maryland",Muggsy Bogues,Point Guard,Right,136
bogutan01,Nov-28,1984,Melbourne, Australia,2.2,53.5,12,55.7,706,16.4,9.6,8.7,50.6,53.5,University of Utah,1st overall,1st round,Milwaukee Bucks,2005,7-0,7.00,"Australian Institute of Sport in Melbourne, Australia",Andrew Bogut,Power Forward and Center,Right,260
bohanet01,May-29,1973,San Bernardino, California,0.2,42.9,-,67.9,26,10.2,1.4,1.7,0.1,42.9,"University of Arizona, University of Tennessee, Auburn University at Montgomery",,,,,06-Sep-23,6.90,"Maine Central Institute in Pittsville, Maine",Etdrick Bohannon,Power Forward and Small Forward,Right,220
bolma01,Oct-16,1962,Gogrial, South Sudan,0.3,40.7,21,56.1,624,9.4,2.6,4.2,12.3,42,University of Bridgeport,97th overall,5th round,San Diego Clippers,1983,07-Jul-23,7.70,"Case Western Reserve English Language in Cleveland, Ohio",Manute Bol,Center,Right,200
boldejo01,Jan-02,1996,Melbourne, Australia,0.9,49.4,35.4,48.1,44,12.7,4.7,3.8,1.4,59.9,"University of California, Los Angeles",36th overall,2nd round,Philadelphia 76ers,2017,06-Oct-23,6.10,"Brewster Academy in Wolfeboro, New Hampshire",Jonah Bolden,Power Forward,Right,220
bolgebi01,Aug-21,1931,,,0.6,40.7,,61.5,20,10.7,2.8,1.8,0.2,,Georgetown University,,1953 NBA Draf,Milwaukee Hawks,,06-May-23,6.50,"Xavier in New York, New York",Bill Bolger,Small Forward,Right,205
bolomjo01,Jan-28,1994,Kiev, Ukraine,0.1,54.5,20,50,18,16.4,1.7,1.5,0.3,56.8,Weber State University,52nd overall,2nd round,Utah Jazz,2016,06-Sep-23,6.90,"Keller Central in Fort Worth, Texas",Joel Bolomboy,Power Forward,Right,235
bolstdo01,Oct-29,1931,,,0,40,,-,3,2.2,1.3,0,0,,University of Minnesota,57th overall,8th round,Detroit Pistons,1957,06-Apr-23,6.40,"Grand Rapids in Grand Rapids, Minnesota",Doug Bolstorff,Guard,Right,195
bonsage01,Jul-01,1935,Chicago, Illinois,0,25,,-,3,0.1,1.3,0.7,-0.1,,University of Illinois at Urbana-Champaign,7th overall,1st round,Syracuse Nationals,1957,06-Aug-23,6.80,"Loyola Academy in Wilmette, Illinois",George Bon Salle,Power Forward,Right,220
bondph01,Jul-27,1954,Louisville, Kentucky,0.3,33.3,,-,7,5.3,0.6,0.6,0,,University of Louisville,62nd overall,3rd round,Houston Rockets,1977,06-Feb-23,6.20,"Manual in Louisville, Kentucky",Phil Bond,Shooting Guard,Right,175
bondwa01,Feb-01,1969,Chicago, Illinois,1.2,40.9,29.9,76.7,153,9.2,5.7,1.9,0.7,43.4,University of Minnesota,,,,,06-May-23,6.50,"Collins in Chicago, Illinois",Walter Bond,Shooting Guard,Right,200
boneyde01,Apr-27,1970,Wilmington, Delaware,0,31.6,16.7,75,8,10.2,2.4,0.8,0,34.2,"University of Nevada, Las Vegas",,,,,06-Apr-23,6.40,"Brandywine in Wilmington, Delaware",Dexter Boney,Shooting Guard,Right,185
bongais01,Nov-08,1999,Neuwied, Germany,0.7,15.2,0,60,22,6,0.9,1.1,-0.1,15.2,,39th overall,2nd round,Philadelphia 76ers,2018,06-Aug-23,6.80,,Isaac Bonga,Point Guard,Right,180
bonharo01,May-31,1942,Muncie, Indiana,0.4,38.8,0,82.4,118,16.7,6.1,1.4,2.7,38.8,University of Cincinnati,16th overall,2nd round,Boston Celtics,1964,06-May-23,6.50,"Muncie Central in Muncie, Indiana",Ron Bonham,Shooting Guard and Small Forward,Right,192
bonnean01,Jun-08,1968,St. Louis, Missouri,1.4,46.8,12.5,59,318,11.5,6.9,5.4,10.8,46.9,Saint Louis University,23rd overall,1st round,Sacramento Kings,1990,06-Aug-23,6.80,"Vashon in St. Louis, Missouri",Anthony Bonner,Small Forward and Power Forward,Right,215
bonnema01,Apr-05,1980,Concord, New Hampshire,0.7,46.4,41.4,78,792,13.6,5.8,3,38.5,57,University of Florida,45th overall,2nd round,Chicago Bulls,2003,06-Oct-23,6.10,"Concord in Concord, New Hampshire",Matt Bonner,Power Forward and Center,Right,235
bookebu01,Jul-20,1945,,,0.5,49.2,0,55.6,12,15.7,5.8,7.6,0.4,49.2,Cheyney University of Pennsylvania,,,,,06-Oct-23,6.10,"Colwyn in Darby, Pennsylvania",Butch Booker,Center,Right,230
bookede01,Oct-30,1996,Grand Rapids, Michigan,4.2,43.7,35.4,85.4,272,16.1,21.4,3.5,9.8,49.4,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,06-Jun-23,6.60,"Moss Point in Moss Point, Mississippi",Devin Booker,Shooting Guard,Right,210
bookeme01,Aug-20,1972,Pascagoula, Mississippi,2.3,40,26.8,87.1,32,8.2,5.2,1.2,-0.1,44.8,University of Missouri,,,,,06-Jan-23,6.10,"Moss Point in Moss Point, Mississippi",Melvin Booker,Point Guard,Right,185
booketr01,Nov-25,1987,Newberry, South Carolina,1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,06-Aug-23,6.80,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228
boonejo01,Nov-21,1984,Mount Airy, Maryland,0.5,54.4,-,44.5,256,14.2,5.2,4.9,9.1,54.4,University of Connecticut,23rd overall,1st round,New Jersey Nets,2006,06-Oct-23,6.10,"West Nottingham Academy in Colora, Maryland",Josh Boone,Center and Power Forward,Right,237
boonero01,Sep-06,1946,Oklahoma City, Oklahoma,3.7,46.1,30.4,83.7,1041,15.4,16.8,4.2,59.3,46.6,Idaho State University,147th overall,11th round,Phoenix Suns,1968,06-Feb-23,6.20,"Omaha Technical in Omaha, Nebraska",Ron Boone,Shooting Guard,Right,200
boothca01,May-07,1976,Reynoldsburg, Ohio,0.4,45.1,22.2,74.8,366,12.4,3.3,2.8,8,45.2,Pennsylvania State University,35th overall,2nd round,Washington Wizards,1999,06-Nov-23,6.11,"Groveport Madison in Reynoldsburg, Ohio",Calvin Booth,Center,Left,230
boothke01,Oct-09,1974,Baltimore, Maryland,0.9,32.5,9.1,56.3,45,7.3,2.9,2.2,-0.8,32.8,University of Maryland,28th overall,1st round,Chicago Bulls,1997,06-Jun-23,6.60,"Paul Laurence Dunbar in Baltimore, Maryland",Keith Booth,Small Forward,Right,226
boozebo01,Apr-26,1937,Omaha, Nebraska,1.4,46.2,,76.1,874,16.1,14.8,8.1,64.2,,Kansas State University,1st overall,1st round,Cincinnati Royals,1959,06-Aug-23,6.80,"Omaha Technical in Omaha, Nebraska",Bob Boozer,Small Forward and Power Forward,Right,215
boozeca01,Nov-20,1981,Aschaffenburg, Germany,2.2,52.1,7.1,72.2,861,19.5,16.2,9.5,80.3,52.1,Duke University,35th overall,2nd round,Cleveland Cavaliers,2002,06-Sep-23,6.90,"Juneau-Douglas in Juneau, Alaska",Carlos Boozer,Center and Power Forward,Right,258
borchcu01,Sep-13,1980,Buffalo, New York,0.8,42.1,0,74.2,83,9,3.1,3.3,1,42.1,Stanford University,18th overall,1st round,Orlando Magic,2002,7-0,7.00,"Eastlake in Redmond, Washington",Curtis Borchardt,Center,Right,240
bornhja01,Jun-29,1927,New Brunswick, New Jersey,0.7,29.5,,67.1,75,-,4.6,-,1.2,,Muhlenberg College,,,,,06-May-23,6.50,"St. Peter the Apostle in New Brunswick, New Jersey",Jake Bornheimer,Forward/Center,Right,200
borrela01,Sep-20,1972,Santa Clara, Cuba,0.6,44.4,0,54.5,17,15,3.6,2.4,0.3,44.4,,,,,,06-Aug-23,6.80,,Lazaro Borrell,Small Forward,Right,220
borsaik01,Jul-25,1924,Plymouth, Pennsylvania,0.2,35.1,,66.7,24,-,2.7,1,0.1,,Temple University,1950 NBA Draft,5th roun,Philadelphia Warriors,,06-Aug-23,6.80,"Plymouth in Plymouth, Pennsylvania",Ike Borsavage,Center/Forward,Right,220
borylvi01,Mar-11,1927,East Chicago, Indiana,2.1,37.1,,81.6,285,10.3,11.2,3.7,16,,University of Denver,,,,,06-May-23,6.50,"Washington in East Chicago, Indiana",Vince Boryla,Small Forward,Right,210
boshch01,Mar-24,1984,Dallas, Texas,2,49.4,33.5,79.9,893,20.6,19.2,8.5,106,50.6,Georgia Institute of Technology,4th overall,1st round,Toronto Raptors,2003,06-Nov-23,6.11,"Lincoln in Dallas, Texas",Chris Bosh,Power Forward and Center,Left,235
bostiji01,Jan-28,1953,Brooklyn, New York,0.8,54.5,,40,4,18.9,6.5,4,0.1,,New Mexico State University,139th overall,8th round,Kansas City Kings,1975,06-Jul-23,6.70,"Gorton in Yonkers, New York",Jim Bostic,Power Forward,Right,225
bostola01,May-18,1956,Cleveland, Ohio,0.2,46.2,-,61.5,13,12.6,4.3,3,0.2,46.2,University of Maryland,81st overall,4th round,Washington Bullets,1978,06-Aug-23,6.80,"John F. Kennedy in Cleveland, Ohio",Lawrence Boston,Power Forward,Right,225
bosweto01,Oct-02,1953,Montgomery, Alabama,1.6,53.3,54.5,72.4,366,13.7,7.7,4.7,15.2,53.4,"South Carolina State University, University of South Carolina",17th overall,1st round,Boston Celtics,1975,06-Sep-23,6.90,"Carver in Montgomery, Alabama",Tom Boswell,Power Forward,Right,220
bouchch01,Jan-11,1993,Castries, Saint Lucia,0.1,44.2,31.6,86.7,29,21.9,3.2,2,0.6,51.9,University of Oregon,,,,,06-Oct-23,6.10,"Damase Boulanger in Alma, Canada",Chris Boucher,Power Forward,Right,200
boumtru01,May-20,1978,Edea, Cameroon,0.1,36.8,-,55.6,44,6.4,1,1.3,0.2,36.8,Georgetown University,50th overall,2nd round,Portland Trail Blazers,2001,7-0,7.00,"Archbishop Carroll in Washington, District of Columbia",Ruben Boumtje-Boumtje,Center,Right,257
bovendo01,Mar-06,1925,Kalamazoo, Michigan,2,33.9,,70.6,195,12,9,4.2,7.4,,Western Michigan University,1949 BAA Draft,6th roun,Indianapolis Olympians,,06-Apr-23,6.40,"Kalamazoo Central in Kalamazoo, Michigan",Don Boven,Small Forward and Shooting Guard,Right,210
bowdlca01,Mar-31,1977,Sharps, Virginia,0.2,40.4,18.2,76.8,142,11.3,3,1.9,1.8,40.7,Old Dominion University,17th overall,1st round,Atlanta Hawks,1999,06-Oct-23,6.10,"Rappahannock in Warsaw, Virginia",Cal Bowdler,Small Forward and Power Forward,Right,245
bowenbr01,Jun-14,1971,Merced, California,1.2,40.9,39.3,57.5,873,8.2,6.1,2.8,42.9,49.4,"California State University, Fullerton",,,,,06-Jul-23,6.70,"Edison in Fresno, California",Bruce Bowen,Small Forward,Right,185
bowenry01,Nov-20,1975,Fort Madison, Iowa,0.5,45.6,20.6,69.3,507,10.5,2.6,2.1,12.4,46.2,University of Iowa,55th overall,2nd round,Denver Nuggets,1998,06-Jul-23,6.70,"Fort Madison in Fort Madison, Iowa",Ryan Bowen,Small Forward and Power Forward and Shooting Guard,Right,215
bowento01,Jul-07,1940,Okolona, Mississippi,0.6,40.9,20,66.1,211,9.3,5.4,4.8,2.8,40.9,Grambling State University,,,,,06-Aug-23,6.80,,Tommie Bowens,Power Forward,Right,220
bowiean01,Nov-09,1963,Tulsa, Oklahoma,1.8,47.5,31.8,82.4,461,11.7,6.4,2.2,12.3,48.7,University of Oklahoma,66th overall,3rd round,Houston Rockets,1986,06-Jun-23,6.60,"East Central in Tulsa, Oklahoma",Anthony Bowie,Shooting Guard,Right,190
bowiesa01,Mar-17,1961,Lebanon, Pennsylvania,2.1,45.2,30.2,74.8,511,14.6,10.9,7.5,26.9,45.6,University of Kentucky,2nd overall,1st round,Portland Trail Blazers,1984,07-Jan-23,7.10,"Lebanon in Lebanon, Pennsylvania",Sam Bowie,Center,Right,235
bowlior01,Mar-21,1939,Kentucky,,0.1,32.1,-,25,11,1.7,1.9,2.6,-0.2,32.1,University of Tennessee,76th overall,11th round,New York Knicks,1963,06-Oct-23,6.10,,Orbie Bowling,Center,Right,215
bowmair01,Jun-11,1973,Newark, New Jersey,0.5,63.6,0,50,17,13.4,0.9,0.3,0.2,63.6,"Providence College, University of Pennsylvania",,,,,06-May-23,6.50,"Seton Hall Preparatory School in West Orange, New Jersey",Ira Bowman,Point Guard and Shooting Guard,Right,195
